machine,chunk,idx,cluster,step,chosen,families,scores,full_res
evc,chunk_75_79,76,0,2,phys,"[""phys"", ""robust""]","[-12.697632789611816, -13.303060531616211]","[0.001605139346793294, 0.01281790342181921]"
evc,chunk_75_79,76,0,3,phys,"[""phys"", ""robust""]","[-12.652800559997559, -13.345324516296387]","[0.0017207551281899214, 0.010628152638673782]"
evc,chunk_75_79,76,0,4,phys,"[""phys"", ""robust""]","[-12.541839599609375, -13.536953926086426]","[0.0028079026378691196, 0.017346296459436417]"
evc,chunk_75_79,76,0,5,phys,"[""phys"", ""robust""]","[-12.699877738952637, -12.844649314880371]","[0.002519215689972043, 0.007289958652108908]"
evc,chunk_75_79,76,0,6,phys,"[""phys"", ""robust""]","[-12.501812934875488, -12.643588066101074]","[0.002774147316813469, 0.0053595989011228085]"
evc,chunk_75_79,76,0,7,phys,"[""phys"", ""robust""]","[-12.754568099975586, -13.276466369628906]","[0.0018823407590389252, 0.010628423653542995]"
evc,chunk_75_79,76,0,8,phys,"[""phys"", ""robust""]","[-12.749029159545898, -13.311543464660645]","[0.0033337390050292015, 0.010523124597966671]"
evc,chunk_75_79,76,1,1,conv,"[""conv"", ""prox_tv""]","[-12.782124519348145, -12.910518646240234]","[0.0002695345610845834, 0.0002653758565429598]"
evc,chunk_75_79,76,1,2,conv,"[""conv"", ""prox_tv""]","[-12.149136543273926, -12.76326847076416]","[0.0014669246738776565, 0.00152649509254843]"
evc,chunk_75_79,76,1,3,conv,"[""conv"", ""prox_tv""]","[-12.607239723205566, -12.9629487991333]","[0.0027325560804456472, 0.002891744952648878]"
evc,chunk_75_79,76,1,4,prox_tv,"[""conv"", ""prox_tv""]","[-13.849452018737793, -13.570432662963867]","[0.004447484854608774, 0.004273834638297558]"
evc,chunk_75_79,76,1,5,conv,"[""conv"", ""prox_tv""]","[-13.064827919006348, -15.53148365020752]","[0.002805521711707115, 0.025393836200237274]"
evc,chunk_75_79,76,1,6,prox_tv,"[""conv"", ""prox_tv""]","[-13.060185432434082, -12.938397407531738]","[0.001810546382330358, 0.00167508062440902]"
evc,chunk_75_79,76,1,7,prox_tv,"[""conv"", ""prox_tv""]","[-13.386422157287598, -13.161911964416504]","[0.0014646430499851704, 0.0026607417967170477]"
evc,chunk_75_79,76,1,8,prox_tv,"[""conv"", ""prox_tv""]","[-15.167581558227539, -12.936139106750488]","[0.031163761392235756, 0.005290456116199493]"
evc,chunk_75_79,76,2,1,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-13.598361015319824, -14.621399879455566, -18.976791381835938]","[0.00037750499905087054, 0.0008899029926396906, 0.3111593723297119]"
evc,chunk_75_79,76,2,2,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-13.298630714416504, -14.478903770446777, -20.415908813476562]","[0.0008121523424051702, 0.0014245345955714583, 0.33450061082839966]"
evc,chunk_75_79,76,2,3,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-13.586441040039062, -14.131667137145996, -21.44300079345703]","[0.004506457131356001, 0.004215213470160961, 0.33004671335220337]"
evc,chunk_75_79,76,2,4,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-13.750065803527832, -13.968815803527832, -21.201557159423828]","[0.0016198583180084825, 0.0034766478929668665, 0.31799978017807007]"
evc,chunk_75_79,76,2,5,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-13.755066871643066, -14.46311092376709, -21.122127532958984]","[0.00044777547009289265, 0.00206935522146523, 0.2933250069618225]"
evc,chunk_75_79,76,2,6,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-13.644750595092773, -14.276284217834473, -21.567481994628906]","[0.0021667638793587685, 0.0012666151160374284, 0.2999608516693115]"
evc,chunk_75_79,76,2,7,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-13.807246208190918, -14.653244972229004, -21.91058349609375]","[0.0015691857552155852, 0.0023451950401067734, 0.32363295555114746]"
evc,chunk_75_79,76,2,8,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-13.505635261535645, -14.569649696350098, -22.28756332397461]","[0.0010035978630185127, 0.004778737667948008, 0.3142376244068146]"
evc,chunk_75_79,76,3,1,had,"[""dct"", ""had""]","[-13.788952827453613, -13.46191120147705]","[0.001199017628096044, 0.0009498399449512362]"
evc,chunk_75_79,76,3,2,dct,"[""dct"", ""had""]","[-12.545699119567871, -12.69580364227295]","[0.002544474322348833, 0.001740970998071134]"
evc,chunk_75_79,76,3,3,dct,"[""dct"", ""had""]","[-12.97154426574707, -13.667764663696289]","[0.002243724884465337, 0.002553118858486414]"
evc,chunk_75_79,76,3,4,dct,"[""dct"", ""had""]","[-14.308784484863281, -15.049389839172363]","[0.005190494004637003, 0.016516951844096184]"
evc,chunk_75_79,76,3,5,had,"[""dct"", ""had""]","[-14.33736801147461, -12.929817199707031]","[0.007026186212897301, 0.003895217552781105]"
evc,chunk_75_79,76,3,6,dct,"[""dct"", ""had""]","[-14.558974266052246, -14.607259750366211]","[0.00430891290307045, 0.00823634397238493]"
evc,chunk_75_79,76,3,7,dct,"[""dct"", ""had""]","[-13.115687370300293, -15.228495597839355]","[0.003919623792171478, 0.01139927189797163]"
evc,chunk_75_79,76,3,8,dct,"[""dct"", ""had""]","[-12.665818214416504, -14.044232368469238]","[0.00290047749876976, 0.005616859532892704]"
evc,chunk_75_79,76,4,1,tv2,"[""tv2"", ""huber""]","[-13.426825523376465, -13.487935066223145]","[0.0011749230325222015, 0.0008331228164024651]"
evc,chunk_75_79,76,4,2,tv2,"[""tv2"", ""huber""]","[-14.295465469360352, -15.48624324798584]","[0.0044931890442967415, 0.004307185765355825]"
evc,chunk_75_79,76,4,3,huber,"[""tv2"", ""huber""]","[-15.110559463500977, -14.347264289855957]","[0.007814573124051094, 0.007604243699461222]"
evc,chunk_75_79,76,4,4,huber,"[""tv2"", ""huber""]","[-15.176741600036621, -13.427361488342285]","[0.014709259383380413, 0.004189572297036648]"
evc,chunk_75_79,76,4,5,huber,"[""tv2"", ""huber""]","[-15.169333457946777, -13.038433074951172]","[0.014193023554980755, 0.004329167306423187]"
evc,chunk_75_79,76,4,6,huber,"[""tv2"", ""huber""]","[-14.539163589477539, -13.296687126159668]","[0.015062576159834862, 0.004198029637336731]"
evc,chunk_75_79,76,4,7,huber,"[""tv2"", ""huber""]","[-13.465191841125488, -13.330560684204102]","[0.0051366230472922325, 0.004611804150044918]"
evc,chunk_75_79,76,4,8,tv2,"[""tv2"", ""huber""]","[-13.352577209472656, -14.628342628479004]","[0.004965726751834154, 0.005241946782916784]"
evc,chunk_80_84,80,0,1,phys,"[""phys"", ""robust""]","[-10.027057647705078, -10.211041450500488]","[0.0004127206630073488, 0.002653749193996191]"
evc,chunk_80_84,80,0,2,phys,"[""phys"", ""robust""]","[-9.568705558776855, -9.929438591003418]","[0.0004601878463290632, 0.0015185014344751835]"
evc,chunk_80_84,80,0,3,phys,"[""phys"", ""robust""]","[-9.433106422424316, -9.836860656738281]","[0.00039648773963563144, 0.001647945842705667]"
evc,chunk_80_84,80,0,4,phys,"[""phys"", ""robust""]","[-9.383500099182129, -9.828364372253418]","[0.0004055739555042237, 0.0013693002983927727]"
evc,chunk_80_84,80,0,5,phys,"[""phys"", ""robust""]","[-9.355496406555176, -9.78575325012207]","[0.0003542794147506356, 0.0010363940382376313]"
evc,chunk_80_84,80,0,6,phys,"[""phys"", ""robust""]","[-9.40706729888916, -9.871556282043457]","[0.00025734578957781196, 0.0010756895644590259]"
evc,chunk_80_84,80,0,7,phys,"[""phys"", ""robust""]","[-9.386221885681152, -9.982030868530273]","[0.00024523583124391735, 0.0013863503700122237]"
evc,chunk_80_84,80,0,8,phys,"[""phys"", ""robust""]","[-9.457748413085938, -9.920668601989746]","[0.00024974142434075475, 0.0013316841796040535]"
evc,chunk_80_84,80,1,1,prox_tv,"[""conv"", ""prox_tv""]","[-10.196627616882324, -9.949860572814941]","[0.0003902353928424418, 0.00037591109867207706]"
evc,chunk_80_84,80,1,2,prox_tv,"[""conv"", ""prox_tv""]","[-9.5990571975708, -9.4749116897583]","[0.0002870475291274488, 0.0002612733806017786]"
evc,chunk_80_84,80,1,3,conv,"[""conv"", ""prox_tv""]","[-9.176091194152832, -10.296528816223145]","[0.000364560866728425, 0.0006130753899924457]"
evc,chunk_80_84,80,1,4,conv,"[""conv"", ""prox_tv""]","[-9.219618797302246, -9.653586387634277]","[0.0003222583909519017, 0.00044598954264074564]"
evc,chunk_80_84,80,1,5,conv,"[""conv"", ""prox_tv""]","[-9.242297172546387, -9.786713600158691]","[0.0005034620990045369, 0.0006544532952830195]"
evc,chunk_80_84,80,1,6,prox_tv,"[""conv"", ""prox_tv""]","[-9.795040130615234, -9.41542911529541]","[0.0003521400212775916, 0.00032962922705337405]"
evc,chunk_80_84,80,1,7,prox_tv,"[""conv"", ""prox_tv""]","[-9.998902320861816, -9.558731079101562]","[0.0007427511154673994, 0.00035590690094977617]"
evc,chunk_80_84,80,1,8,prox_tv,"[""conv"", ""prox_tv""]","[-9.640498161315918, -9.462102890014648]","[0.00030045784660615027, 0.00016163715918082744]"
evc,chunk_80_84,80,2,1,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-10.171796798706055, -10.982820510864258, -14.866089820861816]","[0.00025482341879978776, 0.0009794023353606462, 0.1803550124168396]"
evc,chunk_80_84,80,2,2,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.753273963928223, -10.66643238067627, -15.691622734069824]","[0.0003560597251635045, 0.0011820216896012425, 0.180193692445755]"
evc,chunk_80_84,80,2,3,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.595114707946777, -10.724677085876465, -16.03731918334961]","[0.0002781181246973574, 0.0011691779363900423, 0.18756859004497528]"
evc,chunk_80_84,80,2,4,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.58484172821045, -10.563343048095703, -16.487140655517578]","[0.00024077553825918585, 0.0010392112890258431, 0.2136450558900833]"
evc,chunk_80_84,80,2,5,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.625452041625977, -10.668298721313477, -16.557823181152344]","[0.00020829691493418068, 0.0010470307897776365, 0.20750637352466583]"
evc,chunk_80_84,80,2,6,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.573075294494629, -10.842494010925293, -16.553606033325195]","[0.00026827360852621496, 0.0010257571702823043, 0.19733162224292755]"
evc,chunk_80_84,80,2,7,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.848912239074707, -10.74384880065918, -16.718997955322266]","[0.0005225467612035573, 0.001354291569441557, 0.18365471065044403]"
evc,chunk_80_84,80,2,8,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.612318992614746, -10.89710521697998, -16.94528579711914]","[0.0002897481026593596, 0.001075493055395782, 0.20385412871837616]"
evc,chunk_80_84,80,3,1,dct,"[""dct"", ""had""]","[-9.985566139221191, -10.533947944641113]","[0.000250121665885672, 0.0004766187921632081]"
evc,chunk_80_84,80,3,2,dct,"[""dct"", ""had""]","[-9.454682350158691, -9.854452133178711]","[0.0002897279046010226, 0.00043501233449205756]"
evc,chunk_80_84,80,3,3,had,"[""dct"", ""had""]","[-9.559679985046387, -9.407556533813477]","[0.0003718603402376175, 0.0003683788818307221]"
evc,chunk_80_84,80,3,4,dct,"[""dct"", ""had""]","[-9.406963348388672, -9.881985664367676]","[0.00027923984453082085, 0.0005205003544688225]"
evc,chunk_80_84,80,3,5,dct,"[""dct"", ""had""]","[-9.294465065002441, -9.76266860961914]","[0.0003069721278734505, 0.0004013052675873041]"
evc,chunk_80_84,80,3,6,had,"[""dct"", ""had""]","[-9.68042278289795, -9.530406951904297]","[0.0004021063505206257, 0.00027046515606343746]"
evc,chunk_80_84,80,3,7,dct,"[""dct"", ""had""]","[-9.46524715423584, -10.013236045837402]","[0.0003420733264647424, 0.0004172584740445018]"
evc,chunk_80_84,80,3,8,had,"[""dct"", ""had""]","[-9.787132263183594, -9.60997200012207]","[0.0004056797770317644, 0.00029937250656075776]"
evc,chunk_80_84,80,4,1,huber,"[""tv2"", ""huber""]","[-10.002572059631348, -9.890069007873535]","[0.00042971884249709547, 0.0003903750330209732]"
evc,chunk_80_84,80,4,2,huber,"[""tv2"", ""huber""]","[-10.229775428771973, -9.931259155273438]","[0.000577288621570915, 0.00037019478622823954]"
evc,chunk_80_84,80,4,3,huber,"[""tv2"", ""huber""]","[-10.195916175842285, -9.957274436950684]","[0.00041475839680060744, 0.00032600361737422645]"
evc,chunk_80_84,80,4,4,huber,"[""tv2"", ""huber""]","[-10.270980834960938, -10.132590293884277]","[0.0004263730952516198, 0.00034278209204785526]"
evc,chunk_80_84,80,4,5,huber,"[""tv2"", ""huber""]","[-10.49804973602295, -10.108368873596191]","[0.00045039720134809613, 0.00025125459069386125]"
evc,chunk_80_84,80,4,6,tv2,"[""tv2"", ""huber""]","[-9.974194526672363, -10.755403518676758]","[0.0003929984231945127, 0.00042074144585058093]"
evc,chunk_80_84,80,4,7,tv2,"[""tv2"", ""huber""]","[-9.605467796325684, -9.615463256835938]","[0.0005352732841856778, 0.00044741510646417737]"
evc,chunk_80_84,80,4,8,tv2,"[""tv2"", ""huber""]","[-9.632283210754395, -9.718352317810059]","[0.0005110401543788612, 0.00043898317380808294]"
evc,chunk_80_84,80,5,1,dct,"[""dct"", ""tv2""]","[-9.929326057434082, -10.151616096496582]","[0.0002558142878115177, 0.000857185514178127]"
evc,chunk_80_84,80,5,2,dct,"[""dct"", ""tv2""]","[-9.429387092590332, -9.50810718536377]","[0.00028245255816727877, 0.0005705035291612148]"
evc,chunk_80_84,80,5,3,tv2,"[""dct"", ""tv2""]","[-9.398186683654785, -9.397245407104492]","[0.0003713651676662266, 0.0006195322494022548]"
evc,chunk_80_84,80,5,4,tv2,"[""dct"", ""tv2""]","[-9.492779731750488, -9.434021949768066]","[0.0003872726811096072, 0.0005186383496038616]"
evc,chunk_80_84,80,5,5,tv2,"[""dct"", ""tv2""]","[-10.015775680541992, -9.111970901489258]","[0.0006315653445199132, 0.0004165879508946091]"
evc,chunk_80_84,80,5,6,tv2,"[""dct"", ""tv2""]","[-9.935025215148926, -9.166363716125488]","[0.0005527428584173322, 0.0005253477720543742]"
evc,chunk_80_84,80,5,7,tv2,"[""dct"", ""tv2""]","[-9.976700782775879, -9.171442031860352]","[0.0006411655922420323, 0.0004820951435249299]"
evc,chunk_80_84,80,5,8,dct,"[""dct"", ""tv2""]","[-9.524117469787598, -9.533970832824707]","[0.0003027522179763764, 0.000581841915845871]"
evc,chunk_80_84,81,0,1,phys,"[""phys"", ""robust""]","[-9.87519645690918, -10.196492195129395]","[0.0001593775232322514, 0.000869475828949362]"
evc,chunk_80_84,81,0,2,phys,"[""phys"", ""robust""]","[-9.529399871826172, -9.730940818786621]","[0.00011282836203463376, 0.0011386580299586058]"
evc,chunk_80_84,81,0,3,phys,"[""phys"", ""robust""]","[-9.395363807678223, -9.680079460144043]","[7.283956074388698e-05, 0.0008663379703648388]"
evc,chunk_80_84,81,0,4,robust,"[""phys"", ""robust""]","[-9.836342811584473, -9.745875358581543]","[0.00014707949594594538, 0.0006197845214046538]"
evc,chunk_80_84,81,0,5,phys,"[""phys"", ""robust""]","[-10.153138160705566, -10.199270248413086]","[0.00017276253493037075, 0.0006830867496319115]"
evc,chunk_80_84,81,0,6,phys,"[""phys"", ""robust""]","[-9.389643669128418, -9.844133377075195]","[4.130051820538938e-05, 0.0008634576224721968]"
evc,chunk_80_84,81,0,7,phys,"[""phys"", ""robust""]","[-9.471622467041016, -9.805471420288086]","[6.494118133559823e-05, 0.00017422906239517033]"
evc,chunk_80_84,81,0,8,phys,"[""phys"", ""robust""]","[-9.317636489868164, -9.735389709472656]","[4.4390726543497294e-05, 0.0001518694480182603]"
evc,chunk_80_84,81,1,1,prox_tv,"[""conv"", ""prox_tv""]","[-10.285676002502441, -9.671765327453613]","[0.00014415851910598576, 0.00011722230556188151]"
evc,chunk_80_84,81,1,2,conv,"[""conv"", ""prox_tv""]","[-9.414917945861816, -9.840998649597168]","[0.00011053867638111115, 0.00015405013982672244]"
evc,chunk_80_84,81,1,3,prox_tv,"[""conv"", ""prox_tv""]","[-10.301196098327637, -9.711384773254395]","[0.0003459974250290543, 0.00012409048213157803]"
evc,chunk_80_84,81,1,4,prox_tv,"[""conv"", ""prox_tv""]","[-9.763785362243652, -9.355875968933105]","[0.00016178155783563852, 8.020520181162283e-05]"
evc,chunk_80_84,81,1,5,conv,"[""conv"", ""prox_tv""]","[-9.634634971618652, -10.139554023742676]","[8.919694664655253e-05, 0.0001368886441923678]"
evc,chunk_80_84,81,1,6,conv,"[""conv"", ""prox_tv""]","[-9.320502281188965, -9.861835479736328]","[5.411612437455915e-05, 7.663452561246231e-05]"
evc,chunk_80_84,81,1,7,prox_tv,"[""conv"", ""prox_tv""]","[-9.994406700134277, -9.461590766906738]","[0.00011781450302805752, 5.952498031547293e-05]"
evc,chunk_80_84,81,1,8,conv,"[""conv"", ""prox_tv""]","[-9.301165580749512, -9.969307899475098]","[3.156944876536727e-05, 5.8517336583463475e-05]"
evc,chunk_80_84,81,2,1,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.705313682556152, -10.253957748413086, -12.290909767150879]","[0.00016211210459005088, 0.00032746398937888443, 0.1417604237794876]"
evc,chunk_80_84,81,2,2,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.616016387939453, -10.422167778015137, -12.622186660766602]","[0.00010500975622562692, 0.0003590263659134507, 0.14205171167850494]"
evc,chunk_80_84,81,2,3,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.862608909606934, -10.690528869628906, -13.484912872314453]","[0.00010794423724291846, 0.0003021146694663912, 0.1363758146762848]"
evc,chunk_80_84,81,2,4,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.827106475830078, -10.8711519241333, -13.725394248962402]","[0.00012059457367286086, 0.0003825441235676408, 0.14212723076343536]"
evc,chunk_80_84,81,2,5,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.86225414276123, -10.96667766571045, -14.203495979309082]","[8.895196515368298e-05, 0.0004446828388608992, 0.1433887779712677]"
evc,chunk_80_84,81,2,6,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.753350257873535, -11.123368263244629, -14.563383102416992]","[4.5841545215807855e-05, 0.0006021081353537738, 0.1497446447610855]"
evc,chunk_80_84,81,2,7,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.784539222717285, -11.194535255432129, -14.510141372680664]","[7.768838986521587e-05, 0.0004354295087978244, 0.14063110947608948]"
evc,chunk_80_84,81,2,8,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.498163223266602, -11.221935272216797, -14.1884126663208]","[2.789677273540292e-05, 0.0005490256589837372, 0.1449938863515854]"
evc,chunk_80_84,81,3,1,dct,"[""dct"", ""had""]","[-9.801831245422363, -10.462128639221191]","[0.00011493538477225229, 0.00019975911709479988]"
evc,chunk_80_84,81,3,2,dct,"[""dct"", ""had""]","[-9.321184158325195, -10.065912246704102]","[0.00015278234786819667, 0.00015796766092535108]"
evc,chunk_80_84,81,3,3,dct,"[""dct"", ""had""]","[-9.139115333557129, -9.853703498840332]","[9.422339644515887e-05, 0.0002523518924135715]"
evc,chunk_80_84,81,3,4,had,"[""dct"", ""had""]","[-9.524544715881348, -9.322197914123535]","[6.655240576947108e-05, 5.9323818277334794e-05]"
evc,chunk_80_84,81,3,5,had,"[""dct"", ""had""]","[-9.779276847839355, -9.49838924407959]","[0.00011119939154013991, 9.845814201980829e-05]"
evc,chunk_80_84,81,3,6,had,"[""dct"", ""had""]","[-10.181344985961914, -9.817371368408203]","[0.0001686328905634582, 0.0001555722119519487]"
evc,chunk_80_84,81,3,7,had,"[""dct"", ""had""]","[-9.897017478942871, -9.738434791564941]","[9.499948646407574e-05, 8.403786341659725e-05]"
evc,chunk_80_84,81,3,8,dct,"[""dct"", ""had""]","[-9.606566429138184, -10.107647895812988]","[8.888915908755735e-05, 0.0001078937275451608]"
evc,chunk_80_84,81,4,1,huber,"[""tv2"", ""huber""]","[-9.936629295349121, -9.645334243774414]","[0.00019657739903777838, 0.0001793067785911262]"
evc,chunk_80_84,81,4,2,huber,"[""tv2"", ""huber""]","[-9.92294979095459, -9.518592834472656]","[0.0003842730657197535, 0.0002486460725776851]"
evc,chunk_80_84,81,4,3,tv2,"[""tv2"", ""huber""]","[-9.793904304504395, -9.866314888000488]","[0.0003450305375736207, 0.0002777064510155469]"
evc,chunk_80_84,81,4,4,tv2,"[""tv2"", ""huber""]","[-9.206473350524902, -10.062826156616211]","[0.00013847135414835066, 0.00020076586224604398]"
evc,chunk_80_84,81,4,5,huber,"[""tv2"", ""huber""]","[-10.088353157043457, -9.88395881652832]","[0.00025633801124058664, 0.0001941556838573888]"
evc,chunk_80_84,81,4,6,huber,"[""tv2"", ""huber""]","[-9.937995910644531, -9.793313026428223]","[0.0002186569618061185, 0.00013870472321286798]"
evc,chunk_80_84,81,4,7,huber,"[""tv2"", ""huber""]","[-10.197348594665527, -9.99535083770752]","[0.00020627028425224125, 0.00018703586829360574]"
evc,chunk_80_84,81,4,8,huber,"[""tv2"", ""huber""]","[-10.465815544128418, -10.185074806213379]","[0.000277574872598052, 0.00024743800167925656]"
evc,chunk_85_89,85,0,1,phys,"[""phys"", ""robust""]","[-11.545676231384277, -11.645584106445312]","[0.0003178945044055581, 0.003662517061457038]"
evc,chunk_85_89,85,0,2,phys,"[""phys"", ""robust""]","[-11.50495719909668, -11.90670108795166]","[0.00011374434689059854, 0.004447195678949356]"
evc,chunk_85_89,85,0,3,phys,"[""phys"", ""robust""]","[-11.74552059173584, -12.933069229125977]","[0.00010926867980742827, 0.006276921834796667]"
evc,chunk_85_89,85,0,4,phys,"[""phys"", ""robust""]","[-11.592316627502441, -11.765610694885254]","[8.854969200911e-05, 0.0005221737083047628]"
evc,chunk_85_89,85,0,5,phys,"[""phys"", ""robust""]","[-11.549005508422852, -11.891501426696777]","[6.854563253000379e-05, 0.0009949186351150274]"
evc,chunk_85_89,85,0,6,phys,"[""phys"", ""robust""]","[-11.456680297851562, -12.156662940979004]","[7.57764428271912e-05, 0.001532066147774458]"
evc,chunk_85_89,85,0,7,phys,"[""phys"", ""robust""]","[-11.582311630249023, -12.028719902038574]","[7.261285645654425e-05, 0.0008249349193647504]"
evc,chunk_85_89,85,0,8,phys,"[""phys"", ""robust""]","[-11.827569007873535, -11.938392639160156]","[0.0003302292025182396, 0.0005743435467593372]"
evc,chunk_85_89,85,1,1,conv,"[""conv"", ""prox_tv""]","[-11.269475936889648, -11.72440242767334]","[0.00018327809812035412, 0.0002349739515921101]"
evc,chunk_85_89,85,1,2,conv,"[""conv"", ""prox_tv""]","[-11.047157287597656, -11.636534690856934]","[8.785064710536972e-05, 0.00011533712677191943]"
evc,chunk_85_89,85,1,3,prox_tv,"[""conv"", ""prox_tv""]","[-11.527754783630371, -11.289753913879395]","[0.00011510412150528282, 9.268504800274968e-05]"
evc,chunk_85_89,85,1,4,prox_tv,"[""conv"", ""prox_tv""]","[-11.484332084655762, -11.279860496520996]","[0.00016026476805564016, 9.372521890327334e-05]"
evc,chunk_85_89,85,1,5,conv,"[""conv"", ""prox_tv""]","[-11.69394588470459, -12.020655632019043]","[0.00014075399667490274, 0.0004331253585405648]"
evc,chunk_85_89,85,1,6,prox_tv,"[""conv"", ""prox_tv""]","[-11.802350044250488, -11.462660789489746]","[0.0002138420386472717, 9.370243787998334e-05]"
evc,chunk_85_89,85,1,7,conv,"[""conv"", ""prox_tv""]","[-11.629511833190918, -12.238530158996582]","[8.431850437773392e-05, 0.0001693942176643759]"
evc,chunk_85_89,85,1,8,conv,"[""conv"", ""prox_tv""]","[-11.492338180541992, -12.675233840942383]","[0.00016726386093068868, 0.0004416205338202417]"
evc,chunk_85_89,85,2,1,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-11.98432731628418, -12.508756637573242, -16.113927841186523]","[0.00019621540559455752, 0.0005811850423924625, 0.1941932737827301]"
evc,chunk_85_89,85,2,2,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-12.4439697265625, -13.126869201660156, -17.336978912353516]","[0.00027331156888976693, 0.0006647762493230402, 0.1765788197517395]"
evc,chunk_85_89,85,2,3,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-12.54040813446045, -13.121917724609375, -17.630489349365234]","[0.0002154787944164127, 0.0003913698310498148, 0.20723965764045715]"
evc,chunk_85_89,85,2,4,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-12.382340431213379, -13.122697830200195, -17.716976165771484]","[0.00014317504246719182, 0.0005826994311064482, 0.19578629732131958]"
evc,chunk_85_89,85,2,5,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-12.278067588806152, -13.11995792388916, -17.74350357055664]","[8.15418316051364e-05, 0.0007214826182462275, 0.17457512021064758]"
evc,chunk_85_89,85,2,6,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-12.328402519226074, -13.102535247802734, -17.683151245117188]","[9.545681677991524e-05, 0.0007374504930339754, 0.19125258922576904]"
evc,chunk_85_89,85,2,7,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-12.149142265319824, -13.115912437438965, -17.756078720092773]","[6.068489528843202e-05, 0.0006333833443932235, 0.18405582010746002]"
evc,chunk_85_89,85,2,8,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-12.391885757446289, -13.374751091003418, -18.03356170654297]","[8.507276652380824e-05, 0.0007229744805954397, 0.189020037651062]"
evc,chunk_85_89,85,3,1,had,"[""dct"", ""had""]","[-11.967533111572266, -11.60205364227295]","[0.00043386174365878105, 0.0002542018482927233]"
evc,chunk_85_89,85,3,2,had,"[""dct"", ""had""]","[-11.820364952087402, -11.786454200744629]","[0.000252650206675753, 0.0002372474264120683]"
evc,chunk_85_89,85,3,3,had,"[""dct"", ""had""]","[-11.704312324523926, -11.522695541381836]","[0.00022713519865646958, 0.00017484910495113581]"
evc,chunk_85_89,85,3,4,had,"[""dct"", ""had""]","[-12.093828201293945, -11.57392406463623]","[0.0006401913706213236, 0.0001596645888639614]"
evc,chunk_85_89,85,3,5,had,"[""dct"", ""had""]","[-12.050030708312988, -11.880806922912598]","[0.0004597820807248354, 0.00014830389409326017]"
evc,chunk_85_89,85,3,6,dct,"[""dct"", ""had""]","[-11.654455184936523, -12.12806224822998]","[0.00017711371765471995, 0.00022302113939076662]"
evc,chunk_85_89,85,3,7,had,"[""dct"", ""had""]","[-12.258301734924316, -12.133122444152832]","[0.0002393432951066643, 0.0001514911709818989]"
evc,chunk_85_89,85,3,8,dct,"[""dct"", ""had""]","[-11.889416694641113, -12.506128311157227]","[0.00014469027519226074, 0.0002925347944255918]"
evc,chunk_85_89,85,4,1,tv2,"[""tv2"", ""huber""]","[-11.647936820983887, -11.67082691192627]","[0.0005458901869133115, 0.0002184099139412865]"
evc,chunk_85_89,85,4,2,tv2,"[""tv2"", ""huber""]","[-11.576080322265625, -11.622923851013184]","[0.0003276582283433527, 0.00026313410489819944]"
evc,chunk_85_89,85,4,3,tv2,"[""tv2"", ""huber""]","[-11.712841033935547, -11.856162071228027]","[0.0006307379808276892, 0.00028770967037416995]"
